date,Worldwide,Afghanistan,Aland Islands,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,British Indian Ocean Territory,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada ,Cape Verde,Cayman Islands ,Central African Republic,Chad,Chile,China,"Hong Kong, SAR China","Macao, SAR China",Colombia,Comoros,Congo (Brazzaville) ,"Congo, (Kinshasa)",Cook Islands ,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Cyprus,Czech Republic,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Falkland Islands (Malvinas) ,Faroe Islands,Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany ,Ghana,Gibraltar ,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hungary,Iceland,India,Indonesia,"Iran, Islamic Republic of",Iraq,Ireland,Isle of Man ,Israel ,Italy ,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Korea (North),Korea (South),Kuwait,Kyrgyzstan,Lao PDR,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,"Macedonia, Republic of",Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,"Micronesia, Federated States of",Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Palestinian Territory,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Réunion,Romania,Russian Federation ,Rwanda,Saint-Barthélemy,Saint Helena ,Saint Kitts and Nevis,Saint Lucia,Saint-Martin (French part),Saint Pierre and Miquelon ,Saint Vincent and Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Svalbard and Jan Mayen Islands ,Swaziland,Sweden,Switzerland,Syrian Arab Republic (Syria),"Taiwan, Republic of China ",Tajikistan,"Tanzania, United Republic of ",Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands ,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States of America,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic),Viet Nam,"Virgin Islands, US",Western Sahara ,Yemen,Zambia,Zimbabwe
2012-05-01,24,14,6,10,16,32,10,18,28,18,22,8,20,11,7,8,36,19,22,33,20,14,15,11,29,2,39,13,11,14,13,0.0,8,17,13,2,14,22,13,19,20,2,0,15,4,20,9,19,5,11,9,3,20,7,18,9,12,22,17,15,7,29,29,19,15,2,0,22,18,0,7,19,20,24,16,23,13,6,10,5,15,8,13,6,0,15,36,28,8,11,0,22,12,28,11,30,23,24,13,6,15,19,23,10,36,13,20,19,16,13,0,0,35,34,9,8,19,22,1,1,17,7,16,10,18,14,5,17,12,10,11,0,16,1,16,17,20,6,20,37.0,11,13,0,14,10,12,12,0,10,14,9,10,20,3,9,26,26,18,27,0,17,17,18,17,28,44,21,5,33,22,25,13,32,11,0,0,12,26,0,42,9,7,0,13,34,24,15,5,4,15,25,10,2,13,14,0,12,15,15,14,0,14,14,11,17,12,7,11,21,3,4,34,28,18,10,1,7,14,31,27,16,50,19,12,4,14,17,25,0,30,15,9
2012-06-01,23,14,3,11,16,0,14,15,17,35,20,5,21,9,8,7,30,21,21,20,18,14,12,13,36,8,35,12,15,13,4,0.0,11,18,13,6,18,19,12,25,27,0,0,15,3,20,12,15,0,10,4,0,22,5,14,10,14,19,17,21,11,24,28,20,16,3,0,18,24,0,13,15,14,22,17,13,10,5,8,5,14,5,14,0,6,10,33,34,21,5,0,21,13,24,12,38,22,24,11,6,14,20,26,10,32,12,20,21,12,14,0,0,37,39,8,6,21,23,3,3,17,7,15,10,16,13,9,17,11,5,8,7,14,3,20,19,19,7,20,30.0,10,11,0,12,5,12,9,0,12,13,16,9,22,9,10,17,27,16,27,0,23,18,20,17,27,43,20,5,28,19,17,15,29,8,0,0,12,14,0,0,10,4,0,13,35,19,15,5,5,15,17,10,3,7,14,0,12,16,17,11,0,17,13,11,22,12,4,11,21,1,11,0,25,19,10,2,15,16,25,28,15,49,20,15,9,13,18,13,0,33,14,13
2012-07-01,25,13,10,12,17,54,10,17,39,20,23,6,26,9,8,6,39,31,23,29,19,14,13,14,32,7,40,14,25,13,11,0.0,10,16,12,8,14,21,14,20,25,0,0,14,3,21,9,16,2,4,7,3,23,8,18,4,19,21,15,3,14,27,27,18,22,2,0,19,17,0,20,16,13,25,26,19,8,6,8,5,15,13,15,0,2,22,31,31,20,10,0,28,18,26,11,35,22,25,13,6,15,27,26,10,32,14,22,18,14,13,0,0,35,37,14,8,20,22,3,2,19,11,16,10,19,12,7,17,11,10,10,7,23,3,15,0,21,0,16,24.0,5,12,0,12,8,11,7,0,12,13,14,10,17,3,10,24,25,18,27,0,19,20,11,22,28,47,23,6,33,20,18,13,30,13,0,0,15,11,0,0,8,0,0,0,36,29,18,6,4,15,16,11,4,4,16,0,16,18,16,24,0,13,14,12,17,11,5,11,22,4,7,0,26,22,10,1,17,16,28,30,15,51,20,10,0,14,18,35,0,33,16,13
2012-08-01,26,15,9,8,18,0,7,18,11,28,26,7,35,11,7,7,45,28,24,22,18,15,13,10,33,5,40,14,17,14,21,0.0,15,18,9,1,13,25,15,15,34,2,0,16,3,20,13,17,0,5,7,0,24,7,19,10,18,22,16,20,13,27,30,23,19,3,0,22,18,0,27,14,14,26,7,20,8,7,9,6,13,11,19,16,4,31,31,28,11,8,0,29,13,25,13,33,23,26,15,6,17,16,27,11,28,13,17,20,14,16,0,0,37,34,10,7,21,26,4,3,23,5,20,11,17,13,9,18,16,7,13,12,28,3,15,0,23,0,17,22.0,11,19,0,14,9,11,11,100,12,14,20,10,21,7,11,25,30,19,27,16,22,20,31,18,29,55,20,8,35,23,19,13,31,7,0,58,21,11,0,46,10,6,0,0,38,20,19,11,5,15,15,10,6,9,16,0,17,19,18,16,0,4,15,13,23,12,7,13,23,4,4,15,28,21,11,1,6,11,29,31,15,51,22,8,0,16,16,13,0,39,12,14
2012-09-01,26,13,12,9,20,0,17,21,24,20,21,7,17,9,8,9,35,29,22,22,18,14,14,13,31,4,35,13,14,14,8,0.0,16,16,12,6,13,23,14,23,41,5,52,14,6,20,11,16,0,6,8,0,26,7,15,9,19,23,17,15,10,31,31,28,18,4,0,16,20,0,19,13,13,25,0,20,6,7,8,5,13,7,16,45,10,13,43,30,19,12,0,20,15,27,12,38,23,30,17,7,15,14,25,10,31,12,15,23,15,15,0,0,37,41,10,7,18,23,6,2,30,5,15,11,15,11,10,17,21,8,11,12,18,5,17,25,21,6,24,24.0,9,11,0,14,8,11,11,0,14,13,17,10,22,7,12,15,28,18,30,0,25,18,19,16,26,45,19,6,33,27,17,13,33,8,0,0,9,6,0,0,7,4,0,0,41,33,17,2,3,15,17,9,1,8,15,0,13,18,21,13,0,4,14,11,25,11,5,12,21,7,7,16,27,33,10,2,13,13,32,33,15,52,20,13,0,13,16,11,0,42,17,12
2012-10-01,25,16,9,13,19,0,17,21,39,19,20,8,25,10,8,8,29,29,22,18,23,15,17,17,32,7,40,15,12,14,23,0.0,12,17,13,11,13,24,15,26,29,0,11,15,6,22,11,16,0,18,7,0,23,9,17,7,16,24,20,27,11,29,31,26,19,2,0,22,25,0,25,24,13,26,9,19,10,4,10,6,16,4,16,23,9,18,28,39,19,6,0,28,14,26,13,51,25,25,17,6,15,19,28,9,35,13,19,22,15,19,8,0,36,40,9,9,20,24,7,4,21,9,16,9,18,15,10,18,13,7,12,0,24,1,16,0,21,0,23,53.0,8,18,49,16,9,9,11,0,14,14,13,11,26,9,13,31,29,17,31,0,23,23,18,21,27,48,23,7,30,22,18,15,37,11,0,67,10,15,0,18,10,0,0,8,38,27,17,11,6,17,19,9,6,9,17,0,13,22,21,18,0,8,17,13,17,13,5,13,20,5,7,0,26,23,10,2,12,15,36,31,16,52,17,14,4,13,14,57,0,44,21,17
2012-11-01,29,12,11,11,18,0,14,22,35,23,22,7,24,12,12,9,28,31,31,26,25,20,20,15,39,13,44,12,19,15,12,0.0,17,18,16,12,17,26,20,35,23,0,11,17,7,28,13,18,0,12,12,0,25,10,17,12,21,26,23,14,12,34,34,24,20,1,29,21,30,0,24,28,16,32,23,20,13,8,10,7,19,14,16,5,8,33,34,33,18,10,0,31,26,31,15,39,28,27,21,6,18,24,29,13,34,15,26,20,18,31,8,0,42,38,10,9,27,25,1,3,20,7,15,11,17,21,17,25,14,11,15,9,36,2,20,35,25,17,18,48.0,11,14,0,14,18,14,14,0,14,16,16,13,27,4,15,20,34,20,33,0,24,26,36,21,29,53,26,8,36,27,25,15,40,12,0,0,19,27,0,49,8,6,0,21,40,29,17,7,8,22,20,13,6,12,21,0,15,27,19,15,0,4,19,16,24,14,8,20,26,7,9,9,42,21,10,1,13,21,39,32,19,53,18,14,13,17,13,10,0,34,25,23
2012-12-01,22,13,5,9,15,0,11,14,23,27,18,5,26,10,7,7,30,21,20,19,19,13,10,8,35,5,38,12,16,13,16,0.0,13,16,5,5,15,20,14,22,19,2,10,12,6,19,6,15,0,7,5,0,20,5,14,8,20,21,18,20,10,26,26,21,14,1,0,22,18,0,17,15,14,23,21,30,9,2,7,5,11,4,13,0,8,15,30,27,11,6,0,25,11,23,11,27,21,23,14,5,13,12,24,9,27,11,17,23,14,12,0,0,36,35,11,5,21,20,1,1,21,6,13,9,15,16,9,17,13,8,11,11,11,6,17,21,18,0,16,40.0,7,10,0,10,5,8,9,0,12,12,16,9,16,4,9,23,23,18,27,19,18,18,37,17,25,41,20,6,29,19,15,11,32,5,0,0,8,16,0,17,6,0,0,0,35,21,16,6,3,14,15,8,0,7,15,22,12,18,17,13,0,9,14,10,19,12,5,10,20,10,6,31,23,21,10,1,8,11,31,26,14,46,16,10,0,14,11,14,0,34,17,12
2013-01-01,24,12,4,8,17,0,17,14,13,21,18,7,13,9,8,7,42,21,19,22,20,15,10,7,42,7,32,12,14,12,17,0.0,9,16,8,4,16,20,14,17,21,2,36,12,6,20,12,13,0,3,6,0,19,5,16,4,17,23,18,12,12,25,26,21,16,0,0,22,13,0,25,12,13,24,15,25,9,5,8,5,13,5,13,16,6,16,40,27,15,14,0,23,10,24,12,30,22,23,11,5,16,21,22,9,33,12,18,17,13,10,0,0,35,33,10,4,20,21,3,2,21,14,13,10,14,14,8,16,13,6,15,0,22,2,16,0,20,5,17,30.0,7,15,36,11,5,9,8,0,11,13,9,9,15,7,10,11,28,17,24,7,19,17,17,15,21,42,20,6,31,19,18,13,31,12,0,0,13,10,0,0,11,6,0,0,33,19,16,2,2,15,16,7,0,6,15,3,13,18,17,15,0,7,15,12,15,11,4,9,22,4,6,15,24,17,8,1,13,11,29,24,15,48,17,12,12,14,12,0,0,36,13,11
2013-02-01,24,10,12,12,16,0,20,11,11,20,20,5,18,9,7,7,38,21,18,23,17,15,6,10,16,4,32,14,8,12,12,0.0,17,14,5,5,14,19,13,9,24,10,18,13,5,19,10,14,0,4,5,0,21,6,17,10,13,22,17,6,12,27,25,19,20,2,12,20,17,0,10,16,14,24,14,21,8,3,9,5,14,7,12,4,3,15,28,27,10,9,0,15,11,26,12,38,22,24,11,5,13,17,24,9,33,12,18,21,15,12,0,0,32,28,10,7,20,18,3,2,18,6,14,8,13,14,3,15,13,5,10,21,23,4,12,15,20,6,17,22.0,10,16,0,12,7,10,6,0,10,12,16,9,15,4,10,13,26,16,24,7,16,18,16,16,22,41,21,6,32,21,16,12,32,6,0,0,11,13,58,38,8,3,0,0,34,16,17,2,5,14,16,9,7,5,16,17,12,15,16,9,0,3,14,11,16,10,4,8,22,8,6,0,26,19,9,1,6,9,29,24,15,48,17,14,4,14,11,10,0,35,9,12
2013-03-01,23,12,2,7,15,17,12,13,20,18,21,7,22,9,7,7,33,25,17,25,18,13,9,6,27,9,41,10,14,13,7,0.0,12,14,6,3,12,21,14,16,23,2,0,13,6,18,10,14,3,8,7,0,27,6,16,7,15,22,17,8,6,35,27,21,20,1,0,18,18,0,14,17,13,24,14,15,10,7,9,5,13,12,12,13,7,19,37,28,15,10,0,18,11,26,11,29,22,23,12,5,13,18,25,9,31,11,18,19,13,11,0,0,34,32,10,8,21,22,2,2,21,9,13,9,13,19,7,17,10,4,11,0,24,3,16,0,25,6,19,42.0,6,13,0,11,7,8,8,0,10,13,10,9,19,5,10,28,28,19,25,0,21,20,17,17,25,41,20,5,35,21,17,13,31,10,0,0,7,18,42,0,7,3,5,0,34,21,15,15,5,15,16,8,4,6,15,14,12,14,19,18,0,3,14,11,19,10,2,9,20,7,5,8,25,18,9,1,13,11,29,23,14,48,20,11,11,15,12,31,0,32,16,11
2013-04-01,25,15,9,7,17,0,5,17,18,10,22,6,23,10,8,6,40,29,18,20,19,15,18,11,35,8,47,12,16,14,12,0.0,11,16,9,3,10,20,14,16,31,2,8,14,6,20,14,16,3,4,5,0,25,7,16,11,15,24,16,26,4,35,30,29,19,1,0,19,16,0,28,19,13,26,18,21,8,7,8,5,12,5,14,8,9,26,36,30,12,4,2,26,21,29,11,25,23,24,12,6,14,16,26,10,32,12,23,19,15,16,24,0,37,39,13,5,17,21,2,3,26,9,14,10,15,14,8,17,14,5,11,14,17,3,18,10,24,14,20,23.0,8,10,53,13,6,8,7,0,10,12,13,10,19,5,10,20,28,21,25,11,23,20,22,23,32,43,21,6,39,28,18,11,33,9,0,0,8,15,33,0,6,0,3,5,39,21,16,7,6,15,17,9,1,9,15,21,13,16,18,14,0,12,15,11,25,11,4,12,22,7,4,0,29,21,9,1,8,11,33,27,15,51,23,10,4,14,11,29,0,42,12,13
2013-05-01,23,12,5,9,19,0,17,13,31,30,22,6,22,10,8,7,33,24,18,23,22,16,14,10,13,5,31,11,8,13,18,0.0,14,16,10,7,13,21,13,20,23,0,7,13,6,20,9,15,0,14,6,0,26,7,16,8,13,26,17,13,4,27,28,21,17,2,6,19,18,0,3,15,17,25,16,21,8,3,8,5,12,13,14,14,6,18,36,28,12,6,1,17,11,28,10,30,22,23,12,5,14,21,23,9,28,12,8,20,15,12,9,0,37,30,12,6,24,21,2,2,20,4,13,9,14,10,6,16,17,5,9,0,19,2,12,0,22,5,18,23.0,9,10,0,12,7,8,11,0,12,13,9,10,17,8,10,17,27,18,23,6,16,17,11,17,24,39,19,6,29,22,21,11,40,6,0,0,15,21,24,15,12,5,2,4,34,23,15,6,4,15,24,8,1,6,14,21,12,18,18,11,0,9,15,12,19,10,5,8,20,6,6,7,25,19,10,1,8,10,31,24,14,46,24,14,7,15,11,25,0,40,13,9
2013-06-01,22,13,2,8,14,0,18,13,20,18,20,6,28,9,7,5,37,24,20,19,16,14,10,9,15,6,32,11,12,13,21,0.0,10,16,8,4,13,17,13,15,28,0,0,13,6,21,9,13,1,7,6,0,27,6,16,8,17,19,16,13,9,27,29,19,17,1,11,19,17,0,9,20,13,23,19,26,8,6,7,5,13,5,13,0,6,11,24,28,11,4,2,22,14,27,10,25,21,24,11,5,13,17,22,9,31,12,14,23,12,10,9,0,38,36,11,4,16,19,3,2,22,9,13,9,15,11,9,17,11,7,10,0,18,2,14,0,19,9,16,16.0,6,16,0,10,7,9,6,0,10,12,9,9,15,6,9,20,26,14,22,21,16,20,21,16,27,39,19,5,28,20,14,11,28,9,0,0,11,14,33,0,9,9,2,0,35,32,14,6,4,12,13,9,0,11,14,6,13,16,14,19,60,7,13,11,18,11,2,9,21,6,4,9,23,21,9,2,10,11,26,24,13,45,22,12,3,13,10,25,0,39,13,9
2013-07-01,21,13,8,6,15,0,29,13,4,21,21,6,23,9,7,6,37,19,21,20,16,13,22,6,14,9,35,13,8,13,10,0.0,15,13,11,8,12,19,13,17,28,1,7,12,6,17,9,14,3,4,4,2,28,5,15,8,13,23,14,15,5,23,25,20,19,2,7,20,18,0,14,11,12,22,15,21,5,4,7,5,14,6,14,16,6,21,29,31,7,4,0,18,13,27,10,32,22,21,11,5,13,25,25,9,27,12,19,18,11,11,0,0,38,36,8,5,19,21,2,3,20,10,14,8,13,10,6,15,15,4,9,6,17,3,14,0,21,5,15,37.0,9,13,0,11,7,8,8,0,11,12,11,9,18,5,9,11,23,19,24,0,11,23,29,14,26,39,20,5,29,22,15,12,28,7,0,5,15,15,63,26,11,2,0,0,39,20,15,8,3,14,13,8,4,6,14,7,11,13,15,15,0,5,14,11,17,9,4,10,20,6,8,16,25,20,9,1,6,9,25,24,13,44,24,9,0,14,10,13,0,36,12,14
2013-08-01,23,12,2,9,17,7,15,11,6,18,22,6,13,9,7,6,31,29,19,20,17,13,14,10,24,7,36,15,12,13,28,0.0,10,15,10,7,13,15,13,16,27,1,4,14,6,18,7,15,0,9,5,3,24,6,15,10,17,20,15,28,10,28,26,22,18,1,6,19,18,0,10,13,13,24,11,17,12,4,9,5,12,12,14,17,6,26,33,27,8,4,1,20,15,24,10,39,22,25,13,6,13,20,26,10,30,12,16,22,12,12,0,0,34,38,8,5,21,26,2,3,24,10,11,9,16,12,9,18,13,4,10,11,15,3,14,34,20,9,21,10.0,9,12,0,13,6,9,7,0,11,13,13,8,17,4,10,11,23,20,24,9,16,18,12,17,27,40,18,6,39,25,21,11,28,7,0,6,19,15,13,0,7,2,2,0,44,26,18,7,2,14,14,9,5,6,15,14,12,15,19,13,0,4,13,11,25,9,4,10,20,8,5,8,23,19,10,1,8,9,26,24,13,43,21,8,0,15,11,36,0,46,11,12
2013-09-01,24,11,0,8,17,0,13,17,12,15,26,7,22,9,7,6,37,25,19,19,18,13,10,8,35,4,40,9,14,14,16,0.0,12,16,7,12,12,22,13,20,25,1,4,14,6,19,10,15,1,13,5,2,38,6,15,8,17,18,16,4,14,34,26,21,18,2,12,19,17,0,22,18,14,23,14,15,7,8,8,5,12,7,14,9,5,21,40,36,15,3,5,20,14,24,11,31,23,24,15,6,13,14,25,9,28,13,18,20,14,12,18,0,35,40,9,8,19,26,2,2,21,6,14,8,17,12,10,17,10,4,10,11,21,3,13,15,25,10,20,8.0,8,16,0,11,9,8,9,0,10,13,10,10,21,7,9,28,24,20,27,13,22,19,12,17,29,40,19,6,39,27,22,12,31,5,0,6,20,15,0,36,9,9,1,0,42,22,17,7,4,16,14,8,3,9,14,16,14,16,18,13,0,8,14,11,24,10,4,10,21,7,5,0,24,23,10,2,5,11,29,26,14,50,23,11,10,17,11,27,0,38,12,11
2013-10-01,24,12,6,9,19,0,21,14,20,11,23,6,22,10,8,7,41,26,18,23,21,13,10,8,32,6,32,12,10,14,15,0.0,18,17,8,5,14,23,14,20,27,0,28,14,6,21,12,15,1,6,7,4,26,6,17,8,14,22,18,18,7,31,26,23,19,3,0,20,18,0,16,19,15,24,11,16,9,6,8,5,15,6,13,3,6,17,36,27,13,5,3,21,10,27,12,43,23,26,15,6,14,23,25,9,28,13,21,22,14,13,0,0,37,36,9,6,19,24,3,2,23,10,13,10,15,13,6,20,14,4,10,7,23,5,17,12,23,4,22,26.0,8,13,69,14,5,9,11,0,11,14,10,10,18,14,9,23,28,21,25,8,17,21,15,18,28,46,20,6,41,22,19,13,32,7,0,8,22,20,12,17,7,2,1,3,41,21,15,3,4,20,15,9,2,6,16,15,13,19,19,8,73,12,15,12,19,11,3,9,20,8,3,6,28,19,10,1,2,9,32,25,15,50,22,9,5,15,12,30,0,43,17,11
2013-11-01,23,12,4,8,18,18,3,17,0,18,23,6,18,9,8,6,38,26,17,14,21,14,13,3,28,7,29,13,12,14,17,0.0,14,15,6,3,12,15,13,15,23,1,15,13,6,20,8,14,1,9,5,0,25,6,16,11,15,21,17,12,4,34,29,20,19,1,16,21,14,24,5,16,13,25,20,11,10,5,9,5,12,6,11,12,8,17,39,28,11,5,2,19,9,22,12,38,22,24,15,6,14,14,22,9,28,13,19,21,14,13,0,0,39,37,9,5,24,23,1,2,20,6,15,12,12,9,7,16,8,6,10,4,25,1,12,6,22,8,15,29.0,6,8,0,13,6,9,9,0,11,12,24,8,16,4,9,38,26,19,24,9,16,18,15,17,28,44,20,6,33,23,23,12,31,4,0,8,15,21,0,19,7,4,2,0,39,15,14,1,4,15,17,9,4,5,12,8,13,14,17,14,0,4,13,11,20,10,4,8,20,3,5,6,24,19,8,1,8,9,31,22,14,46,20,8,3,15,11,29,0,48,13,10
2013-12-01,21,14,4,9,15,0,17,15,19,15,18,5,24,8,7,6,26,24,16,20,20,12,13,6,28,6,24,12,11,12,17,0.0,14,12,6,8,12,12,12,14,21,0,10,12,7,17,12,13,2,7,5,2,19,6,15,6,13,20,18,19,8,31,25,20,16,2,15,18,16,0,12,10,14,23,12,16,8,5,8,5,11,6,12,11,4,16,36,27,11,4,2,13,10,20,11,32,19,22,12,6,13,19,23,8,28,13,13,19,14,9,0,0,37,30,10,5,18,19,1,1,20,3,12,7,13,12,4,15,10,4,10,4,20,2,11,3,21,0,20,21.0,6,11,17,9,5,10,9,0,9,12,8,8,12,4,6,18,23,19,22,12,22,16,12,15,23,36,19,6,33,18,14,11,29,4,16,6,10,14,39,0,5,6,2,0,39,18,15,7,3,14,15,9,1,5,12,19,11,14,15,12,0,5,13,10,26,10,4,8,18,5,7,0,23,17,8,2,6,8,31,23,12,43,19,8,3,16,11,21,0,44,13,13
2014-01-01,23,13,10,10,17,9,21,17,9,24,22,6,24,9,8,5,45,22,16,18,21,15,13,7,34,10,34,12,12,12,15,0.0,12,16,4,8,12,14,15,13,37,1,24,13,6,19,8,15,1,10,5,2,25,5,18,8,13,23,20,18,6,35,26,18,19,2,0,18,14,0,16,18,15,26,16,20,8,3,9,5,12,12,13,9,6,18,36,30,13,4,0,19,9,28,14,36,19,23,11,6,16,27,25,10,30,13,29,19,14,10,0,0,37,37,10,7,22,22,2,2,18,5,16,11,15,14,6,17,12,4,11,4,29,4,16,7,22,4,18,31.0,6,15,0,10,6,9,8,0,10,14,10,9,17,2,7,23,28,18,25,10,15,20,20,18,25,40,23,6,35,25,17,13,32,7,54,6,11,17,25,16,7,7,2,0,39,20,17,9,4,15,16,9,3,6,13,11,13,16,16,10,0,1,15,12,19,10,3,8,21,3,5,5,24,18,9,3,9,8,33,24,15,47,23,11,6,18,11,27,0,45,11,9
2014-02-01,25,13,5,6,17,0,7,12,40,15,21,6,25,9,8,5,45,23,15,17,22,14,17,6,28,5,40,12,10,12,9,0.0,12,16,5,2,12,15,18,10,29,3,16,13,6,18,9,13,1,5,5,0,23,6,18,8,15,24,17,17,7,34,26,19,19,1,13,26,17,0,15,12,20,27,12,30,9,6,9,5,11,6,13,21,5,15,36,27,13,4,2,22,11,24,11,33,18,23,11,6,14,32,25,10,26,14,24,19,16,11,0,0,35,35,10,6,27,20,2,2,17,4,14,11,14,13,8,16,6,5,12,0,27,3,10,10,21,0,22,39.0,8,13,0,10,4,10,9,0,10,13,11,9,14,8,7,14,28,17,22,0,20,19,16,16,23,40,20,6,39,20,17,12,48,8,35,6,19,15,14,35,6,8,2,0,37,18,18,8,3,15,27,11,5,5,13,11,12,14,18,9,50,4,15,11,17,9,3,7,20,4,3,16,23,20,9,1,13,9,31,23,14,56,23,11,3,15,11,27,0,44,10,12
2014-03-01,24,10,9,8,17,13,19,12,5,19,21,5,18,8,7,6,31,23,16,16,21,14,18,5,26,6,37,12,10,13,13,0.0,14,18,6,4,12,14,14,12,23,0,15,15,7,20,12,14,0,5,6,2,23,5,16,7,14,24,18,14,8,33,25,20,16,3,0,23,13,0,19,15,15,25,11,27,7,5,7,5,12,12,12,8,3,18,33,25,18,4,0,15,11,23,11,34,18,23,12,6,15,20,25,9,24,12,19,18,17,13,0,0,37,32,9,7,23,21,2,2,21,8,15,9,14,13,6,18,12,6,11,0,14,3,14,0,22,4,18,16.0,8,13,10,11,6,9,8,0,8,13,12,10,18,6,7,39,30,17,22,0,16,17,18,19,26,40,22,6,38,22,15,13,43,10,72,7,7,13,54,15,6,5,0,3,38,15,14,7,3,14,17,8,2,7,14,10,12,15,15,7,0,3,15,11,20,10,4,8,17,3,5,4,18,17,9,1,6,10,46,23,14,49,25,10,5,15,10,29,0,48,12,12
2014-04-01,24,10,2,6,18,10,20,12,26,23,23,6,31,8,7,5,33,31,17,18,19,13,13,6,30,7,30,13,13,14,9,22.0,8,16,8,5,12,15,13,15,18,2,16,15,6,18,10,14,1,8,5,0,22,5,15,6,13,20,16,27,11,30,25,20,15,1,6,18,15,0,21,11,14,25,11,25,8,5,8,5,12,5,12,3,4,18,40,28,13,3,1,17,11,21,10,36,19,23,11,6,13,16,23,9,32,12,21,20,14,12,0,0,37,34,8,4,26,21,3,1,18,5,15,8,12,13,8,16,10,4,10,7,15,4,14,10,22,12,19,40.0,8,10,9,11,5,9,8,0,8,12,17,8,21,4,7,21,26,22,22,0,17,13,14,19,26,38,20,6,33,20,17,11,34,8,60,8,9,16,26,17,8,0,3,3,37,23,15,6,4,14,16,9,2,7,13,12,12,15,18,8,0,8,15,11,19,10,4,7,18,4,6,9,24,19,10,2,11,8,34,26,14,48,24,10,5,15,10,30,0,53,14,9
2014-05-01,23,11,2,12,17,7,5,14,24,21,25,6,25,9,8,5,33,24,15,25,29,14,12,9,20,11,34,11,18,15,22,0.0,11,17,7,5,12,21,12,17,22,0,15,14,7,17,13,16,0,7,5,3,24,4,15,8,16,25,18,23,9,33,25,21,19,1,5,19,16,0,13,12,15,24,23,15,8,4,8,5,11,6,12,7,6,21,37,26,15,4,1,17,11,25,11,28,18,22,11,6,12,23,25,9,28,13,16,20,13,14,0,0,39,34,9,5,30,21,2,2,20,7,16,10,13,8,5,15,9,4,10,4,16,2,13,0,20,11,21,30.0,8,15,0,12,6,13,6,0,10,13,9,9,15,5,10,26,27,19,23,21,20,18,9,15,26,38,19,5,35,19,21,14,36,9,40,7,8,20,43,0,8,3,0,3,40,18,16,6,4,14,15,10,4,6,15,11,12,14,19,11,0,3,14,11,22,11,5,8,21,3,6,4,22,19,10,2,9,8,29,25,14,49,26,11,0,16,11,29,0,53,11,10
2014-06-01,28,13,7,10,17,0,12,14,25,33,33,7,23,10,10,6,33,27,17,22,20,19,14,8,23,7,40,11,13,17,17,0.0,15,19,8,6,14,16,14,22,29,0,29,18,7,20,9,20,0,6,6,0,31,5,17,6,14,20,18,17,18,35,31,23,21,1,13,18,17,0,6,15,13,30,12,21,9,6,7,9,16,7,16,10,7,21,35,34,7,4,2,29,12,27,12,40,20,31,11,7,15,17,27,12,32,14,20,23,15,14,0,0,38,37,10,6,20,22,2,2,22,8,16,15,15,19,7,20,13,5,13,8,28,3,15,6,28,5,18,25.0,7,13,0,12,8,11,10,0,12,14,14,9,21,9,10,22,27,25,23,0,19,25,15,26,34,41,24,9,41,25,17,13,29,8,57,8,21,13,9,0,7,0,7,0,45,21,17,5,5,16,17,9,3,10,15,18,14,14,19,12,0,8,14,15,28,10,5,9,25,9,6,0,26,19,11,3,6,10,30,26,16,61,31,11,7,18,12,30,0,50,17,15
