date,Afghanistan,Åland Islands,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Plurinational State of Bolivia,"Bonaire, Sint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,British Indian Ocean Territory,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Democratic Republic of the Congo,Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czechia,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Falkland Islands (the) [Malvinas],Faroe Islands,Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Islamic Republic of Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Korea (the Democratic People's Republic of),Republic of Korea,Kuwait,Kyrgyzstan,Lao People's Democratic Republic (the),Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,Republic of North Macedonia,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Federated States of Micronesia,Republic of Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,"Palestine, State of",Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Réunion,Romania,Russian Federation,Rwanda,Saint Barthélemy,"Saint Helena, Ascension and Tristan da Cunha",Saint Kitts and Nevis,Saint Lucia,French part Saint Martin,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Dutch part Sint Maarten,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Svalbard and Jan Mayen,Sweden,Switzerland,Syrian Arab Republic,Province of China Taiwan,Tajikistan,"Tanzania, United Republic of",Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Uganda,Ukraine,United Arab Emirates,United Kingdom of Great Britain and Northern Ireland,United States of America,Uruguay,Uzbekistan,Vanuatu,Bolivarian Republic of Venezuela,Viet Nam,British Virgin Islands,Virgin Islands (U.S.),Western Sahara,Yemen,Zambia,Zimbabwe,Worldwide
2012-02-01,32,5,7,15,0,7,23,5,4,21,7,13,10,8,7,31,17,16,24,22,14,16,8,24,7,41,0,13,18,12,0.0,13,17,12,3,21,17,21,12,17,9,0,12,4,14,3,6,0,7,21,5,16,9,0,15,23,16,21,19,22,30,22,15,0,27,20,8,13,0,0,12,13,23,17,16,4,5,7,5,12,2,13,0,16,19,37,26,11,8,6,8,20,20,20,13,33,21,27,13,5,15,13,22,9,25,14,35,20,13,16,8,0.0,34,29,8,8,26,25,0,6,24,4,15,11,8,13,16,6,16,10,7,10,27,17,2,15,0,21,21,18,16.0,9,13,0,14,9,27,77,13,13,8,9,22,8,11,9,26,24,28,15,9,14,7,21,24,39,20,5,29,21,7,12,34,11,0,0,27,33,0,15,5,5,0,0,32,13,17,11,1,14,0,19,8,0,14,15,0,12,19,17,9,0,15,12,21,13,6,15,24,13,6,0,26,18,10,6,4,18,31,25,14,50,16,12,4,14,14,4,34,0,46,12,12,23
2012-03-01,24,17,7,14,0,10,20,4,6,22,7,12,10,7,7,44,25,18,23,19,13,20,9,32,4,37,0,14,14,13,0.0,18,19,15,6,19,21,21,13,28,3,0,16,4,14,0,11,15,7,20,3,17,5,0,15,23,18,11,21,26,32,22,17,5,0,17,10,13,0,8,14,14,24,25,21,11,4,11,5,13,20,13,17,17,35,34,27,8,5,5,16,17,21,26,12,28,20,26,14,5,14,20,23,9,26,12,30,21,13,13,3,0.0,33,32,7,10,22,28,2,2,21,6,13,10,11,14,12,12,19,10,5,12,7,29,3,15,0,21,17,17,24.0,10,12,0,14,9,24,0,13,15,21,10,20,7,10,47,32,19,27,0,13,20,18,21,27,39,20,5,28,19,16,13,33,15,0,0,29,27,0,0,5,8,0,20,34,12,16,5,1,18,0,18,9,11,6,16,0,12,19,14,5,0,16,12,23,15,4,14,25,2,6,20,22,19,9,3,6,17,31,26,16,49,16,11,4,13,14,21,34,0,32,11,10,23
2012-04-01,23,9,7,17,0,9,18,7,8,23,8,12,10,7,8,25,23,16,18,21,14,18,6,29,7,32,0,15,13,14,0.0,14,16,17,3,13,13,18,12,31,0,0,16,3,15,7,15,0,0,20,5,14,5,0,15,23,18,9,20,26,29,24,16,0,62,20,0,12,0,13,10,13,23,7,28,12,4,12,5,12,11,14,15,5,21,38,25,8,4,0,30,22,23,21,13,31,21,28,14,4,15,36,26,9,29,12,14,20,12,14,0,0.0,32,28,8,12,21,24,3,3,27,11,12,9,9,12,10,9,18,10,4,9,0,16,4,17,0,20,9,15,33.0,11,12,0,17,8,30,0,10,14,26,9,17,5,11,0,28,23,28,0,11,17,13,19,27,38,20,5,30,19,19,12,32,12,0,0,17,22,0,17,8,4,0,0,36,13,15,9,3,15,0,18,9,7,9,16,0,12,20,13,8,0,15,12,17,12,3,10,22,5,5,0,26,19,10,3,4,17,31,25,17,50,19,11,4,13,17,12,44,0,31,13,10,23
2012-05-01,31,9,7,16,0,4,19,16,7,22,7,14,11,7,6,31,21,17,24,26,14,23,7,41,4,41,0,14,11,14,0.0,12,19,17,7,12,20,19,13,20,7,0,15,4,18,7,13,0,6,23,4,17,7,0,16,24,17,18,23,27,33,23,15,0,0,17,10,15,0,11,10,19,23,32,15,11,4,11,5,15,6,13,14,10,26,23,27,11,11,0,25,19,26,20,12,23,22,28,14,5,15,27,24,10,36,12,26,19,11,15,0,0.0,33,30,9,7,21,23,1,3,21,9,17,10,11,12,16,9,18,10,6,17,0,17,1,24,0,20,18,19,40.0,13,9,0,16,13,26,0,13,13,12,10,23,5,10,15,27,21,30,15,15,19,5,24,30,40,20,5,28,22,23,13,33,10,0,0,8,18,0,16,7,7,0,21,36,17,17,14,1,15,0,23,10,4,20,15,0,11,20,15,6,0,14,12,21,13,4,11,24,9,9,9,30,17,10,3,5,19,31,27,17,51,19,15,7,14,18,13,34,0,28,12,8,23
2012-06-01,33,8,7,16,0,5,19,7,19,20,6,20,9,8,8,36,21,19,21,20,13,21,9,24,5,41,0,11,10,13,0.0,9,16,17,4,11,22,20,12,23,0,0,16,3,15,0,9,9,0,21,3,13,7,0,16,21,18,10,25,26,30,21,16,0,0,17,10,17,0,11,12,14,21,7,20,4,4,9,5,14,5,14,0,10,24,22,33,16,11,0,27,22,27,20,12,39,22,27,12,6,14,21,25,10,30,12,26,25,11,16,0,0.0,35,30,5,9,21,23,2,3,24,5,14,9,13,14,7,9,15,8,4,11,0,12,3,22,0,19,17,19,25.0,8,10,0,16,8,34,0,12,13,9,10,24,6,11,10,24,22,29,0,12,19,8,24,27,42,19,5,26,19,16,13,30,12,0,0,4,23,0,0,7,4,0,20,36,14,16,14,1,14,0,16,10,24,5,15,0,12,19,13,5,0,14,11,18,12,3,14,25,6,8,12,23,21,10,5,6,18,27,30,15,47,19,12,4,13,19,17,25,0,39,12,12,23
2012-07-01,32,15,6,17,0,2,21,7,22,24,7,15,10,7,8,34,29,19,24,20,14,29,8,29,7,38,0,17,21,13,0.0,16,17,14,7,16,21,26,14,25,0,0,15,3,16,6,12,6,0,22,5,19,7,0,19,20,16,6,25,30,29,21,17,3,0,17,9,15,0,14,16,13,24,34,16,8,4,11,5,16,18,16,0,9,11,23,29,11,11,0,19,29,25,20,12,42,22,28,13,5,15,18,27,11,29,13,23,22,10,14,0,0.0,33,32,9,6,25,26,1,3,24,9,15,12,8,15,13,8,17,15,7,14,17,15,2,19,0,20,9,17,47.0,8,17,0,16,14,24,0,12,14,18,9,21,7,11,49,25,22,28,0,13,20,4,24,27,45,23,6,32,21,18,13,29,11,0,0,12,9,0,0,5,7,0,0,39,15,18,8,3,15,0,14,9,3,6,17,0,15,20,13,13,0,16,13,14,12,3,13,25,4,9,0,23,21,10,4,12,20,28,32,16,50,19,7,4,15,19,20,18,0,36,10,13,24
2012-08-01,31,24,8,18,0,5,18,11,24,27,6,19,11,8,10,38,27,19,15,20,15,31,8,21,4,40,0,13,13,15,0.0,14,16,13,5,10,16,26,15,32,0,0,16,4,17,0,12,6,0,24,4,18,10,0,19,23,16,18,28,28,32,24,17,4,0,19,9,12,0,21,9,14,25,5,19,10,5,9,6,13,15,20,10,12,14,29,28,14,8,0,27,24,25,22,13,36,21,30,16,5,15,16,27,12,25,13,20,24,10,16,0,0.0,33,37,9,8,23,30,2,2,30,8,19,15,9,19,19,9,18,15,5,14,16,33,2,15,0,24,0,19,31.0,14,18,0,17,12,21,100,14,14,19,10,21,5,12,34,26,24,29,43,12,20,6,26,30,50,20,7,31,25,19,12,32,8,0,18,18,12,0,0,6,13,0,0,40,16,18,19,3,16,0,16,11,6,14,16,0,16,19,14,9,0,15,13,18,12,3,16,26,2,11,0,24,26,11,3,8,15,30,32,16,53,21,10,0,15,17,31,49,0,40,10,13,26
2012-09-01,35,7,7,21,0,14,22,17,16,22,8,10,10,8,9,38,28,20,19,23,14,29,8,32,9,34,0,14,22,14,0.0,14,18,19,14,18,18,20,13,29,3,85,14,6,15,0,14,3,0,24,3,16,10,0,19,23,17,20,17,29,31,31,16,3,0,16,11,16,0,14,15,12,23,12,15,9,5,10,6,14,14,17,9,16,10,30,31,10,11,0,19,29,24,19,13,31,23,31,16,6,15,22,28,10,30,12,25,29,11,16,0,0.0,35,37,8,11,22,26,0,3,36,4,14,11,11,14,8,12,18,15,9,8,33,27,3,15,27,21,15,23,29.0,9,14,0,19,11,21,0,16,13,13,10,18,10,14,28,29,23,33,0,16,18,18,21,27,43,20,7,29,23,16,13,34,15,0,0,16,10,0,0,4,4,0,0,43,19,18,0,2,15,0,15,10,3,11,15,0,14,19,18,7,0,14,12,22,11,4,14,24,8,8,11,26,32,10,6,13,19,32,35,16,52,18,10,8,14,17,22,14,0,46,13,14,24
2012-10-01,42,21,8,20,0,10,23,12,18,21,10,15,10,8,8,32,27,18,21,22,15,33,14,27,4,40,0,14,19,14,0.0,14,20,19,11,16,19,24,15,27,3,23,16,6,15,0,15,13,0,22,5,16,9,0,15,23,20,39,15,30,33,33,18,4,0,19,9,18,0,21,21,13,24,12,26,10,4,13,6,15,9,16,7,15,22,20,38,13,13,0,22,31,27,20,13,33,24,28,19,5,15,27,28,10,27,12,24,24,11,17,3,0.0,34,35,9,9,22,27,4,4,25,5,16,9,12,15,9,6,18,11,9,12,6,33,3,19,0,21,0,22,42.0,8,17,12,21,15,23,0,13,15,20,10,27,9,15,26,30,19,33,0,14,20,8,28,27,44,22,7,31,22,16,14,36,10,0,0,6,8,0,13,9,13,0,12,40,18,17,16,3,16,0,18,10,9,11,17,0,13,23,16,9,0,17,13,13,14,2,14,24,2,5,9,30,26,10,4,8,19,35,32,17,50,18,12,14,14,15,26,26,0,45,14,15,25
2012-11-01,28,22,6,20,0,6,26,8,19,23,7,19,13,11,9,36,28,24,28,25,20,22,13,24,12,44,0,13,28,16,0.0,15,18,28,16,40,24,26,19,30,0,47,18,7,17,0,18,8,7,26,6,19,11,0,21,25,25,13,28,34,36,29,18,3,0,21,14,24,0,17,20,16,31,21,24,12,3,11,7,20,16,17,18,9,29,26,32,26,18,0,31,48,29,27,15,36,27,31,22,5,18,31,31,13,37,14,34,25,14,32,0,0.0,42,34,8,12,28,27,3,6,29,17,14,13,13,15,24,27,23,15,12,16,11,21,3,25,0,25,8,19,22.0,13,16,0,20,20,27,0,14,16,20,13,30,5,16,30,33,23,38,0,14,27,10,26,32,49,24,8,32,27,27,15,41,13,0,0,20,18,0,38,6,3,0,34,44,17,17,13,4,23,0,19,12,13,12,21,0,16,27,14,11,0,20,16,22,13,6,21,30,13,13,36,36,21,10,2,12,27,37,33,19,54,19,14,12,17,14,16,12,0,33,26,24,28
2012-12-01,30,15,5,15,0,10,15,6,10,20,5,17,10,7,7,32,23,15,15,21,13,33,6,23,11,35,42,14,17,13,0.0,16,15,8,9,17,16,18,14,11,0,0,12,6,15,0,6,4,7,18,4,15,7,22,19,21,17,14,20,23,29,24,14,3,0,20,13,13,0,9,23,15,22,19,22,8,2,9,5,12,6,13,0,7,14,31,28,9,8,0,20,19,25,17,11,29,21,26,14,5,14,20,24,9,23,11,29,21,11,13,0,0.0,35,31,9,7,19,22,1,3,27,6,14,9,10,13,17,12,17,8,10,9,21,21,3,18,0,19,7,19,15.0,8,15,0,16,11,18,0,10,12,20,9,20,1,10,36,24,22,28,38,11,18,11,24,24,37,19,6,27,17,13,12,33,5,0,0,16,26,0,0,3,9,0,0,35,14,17,10,1,15,17,17,7,4,10,15,9,12,18,13,6,0,15,11,20,12,4,11,22,11,4,0,21,21,10,3,4,14,31,26,15,46,15,10,0,14,12,25,0,0,36,12,13,22
2013-01-01,24,6,5,16,0,8,13,9,22,19,7,13,9,8,6,34,21,17,18,20,15,34,10,33,10,31,15,13,12,12,0.0,9,16,7,1,12,19,13,14,34,0,19,12,6,14,0,11,6,12,20,3,15,6,22,17,22,18,18,28,23,27,22,15,1,0,23,3,12,0,0,12,15,23,31,19,10,2,10,5,14,10,14,19,3,20,31,27,20,8,0,17,20,22,20,13,28,22,25,13,4,15,24,23,9,27,12,23,21,11,12,0,0.0,34,27,6,5,20,24,3,3,21,10,13,9,11,11,10,8,15,16,7,12,6,21,2,23,25,20,7,17,32.0,9,13,10,15,9,18,0,9,13,12,9,15,3,11,32,28,18,26,0,10,19,5,20,22,38,20,6,29,20,26,12,32,11,0,24,9,6,0,0,9,7,0,0,36,15,16,16,2,14,33,16,9,0,10,16,16,13,17,16,7,0,16,12,16,11,2,10,25,10,6,0,22,17,9,3,16,13,28,24,16,48,17,11,4,15,11,19,25,0,36,8,10,23
2013-02-01,23,18,7,14,0,9,10,9,17,20,6,9,9,7,8,27,20,14,19,19,14,15,4,20,4,36,24,13,8,12,0.0,14,17,13,4,11,19,18,13,29,4,9,13,5,14,0,7,7,6,20,4,16,6,23,14,22,17,14,25,24,27,22,18,3,18,18,3,11,0,11,14,14,23,18,15,7,3,10,5,13,16,12,14,8,14,32,26,12,12,0,12,20,29,18,12,26,22,25,12,5,14,26,22,9,28,12,31,25,12,12,0,0.0,32,26,8,7,17,21,1,5,20,3,12,8,9,12,11,8,16,12,6,11,0,18,2,17,35,20,0,19,30.0,8,13,0,14,8,21,0,11,13,18,9,17,6,10,28,26,21,26,14,9,16,11,21,23,38,20,6,31,19,19,11,32,8,0,0,18,21,13,0,6,7,0,0,34,10,17,15,3,14,21,14,10,7,7,15,19,12,15,15,8,0,15,11,16,10,3,10,24,6,4,12,24,17,9,2,9,13,28,25,15,47,17,11,0,14,12,15,54,0,37,10,12,23
2013-03-01,23,3,5,15,16,8,16,10,20,23,6,15,9,7,7,41,22,14,28,22,14,35,7,18,11,36,30,12,12,12,0.0,14,15,8,8,10,13,20,13,24,0,16,13,6,14,0,6,4,0,30,4,17,7,21,15,21,17,20,29,34,31,25,18,2,16,21,5,13,0,20,16,12,24,21,13,8,3,9,5,13,11,13,12,11,19,34,25,16,13,0,16,17,26,18,12,24,22,26,13,5,14,23,25,9,28,11,28,22,10,12,0,0.0,35,30,9,9,22,24,1,2,22,3,15,10,10,10,19,8,17,7,5,12,9,20,3,17,0,25,22,18,25.0,5,13,0,14,6,19,0,11,14,13,9,18,3,11,37,28,23,25,0,13,19,9,26,27,37,19,6,31,19,17,13,32,12,0,0,10,29,28,0,5,6,25,0,35,15,16,23,2,15,16,16,10,11,10,15,13,11,15,14,9,0,15,10,18,10,2,8,22,12,6,20,26,17,9,3,10,17,30,23,15,47,20,11,17,15,12,12,27,0,36,11,12,22
2013-04-01,31,7,6,18,0,11,16,4,8,23,7,17,10,7,7,35,26,16,16,23,15,32,9,28,10,48,29,11,13,14,0.0,13,16,16,6,8,16,20,14,25,3,24,15,6,17,0,12,9,7,26,4,16,8,29,17,23,17,31,13,33,34,30,18,2,0,19,6,14,0,13,13,13,24,23,20,8,4,10,5,14,7,14,21,13,24,38,31,12,10,5,22,39,27,19,12,28,22,26,14,5,15,17,26,10,30,12,23,25,11,14,5,0.0,36,34,10,6,18,27,1,4,28,10,12,10,10,11,17,10,16,8,6,10,8,30,2,17,13,23,18,20,20.0,9,13,0,17,10,16,0,10,12,16,10,20,5,11,25,27,29,27,11,12,19,11,30,35,38,21,6,34,23,13,11,33,11,0,0,9,22,38,0,6,3,5,0,39,15,17,12,2,15,20,17,9,9,8,16,19,13,19,16,4,0,15,11,19,11,3,11,25,10,6,0,29,22,10,4,7,16,33,26,15,51,21,8,10,15,12,12,34,0,38,8,15,23
2013-05-01,26,14,6,17,27,17,14,9,14,21,7,16,10,7,6,41,25,15,27,23,16,20,8,25,7,30,38,12,7,13,0.0,14,17,18,4,10,16,23,13,33,0,0,13,6,15,0,7,6,0,25,3,15,9,19,14,25,17,15,7,27,29,25,17,5,16,21,5,13,0,16,11,17,25,31,17,7,4,10,5,14,10,13,16,19,24,27,31,5,7,4,20,21,22,18,11,25,20,25,12,5,14,34,23,9,26,12,9,23,12,13,0,0.0,37,29,10,10,27,23,1,2,26,8,13,11,10,13,8,8,16,10,5,10,0,15,3,16,0,22,7,21,21.0,9,11,0,16,10,15,0,11,13,11,9,19,6,11,31,25,25,24,0,9,18,9,19,27,35,18,6,26,20,22,12,39,7,0,0,17,23,30,23,4,9,8,0,34,18,17,8,2,15,19,26,8,3,8,16,13,12,17,16,9,0,15,12,18,11,4,8,22,7,4,0,26,19,10,2,9,14,32,24,15,47,24,10,6,14,11,28,32,0,39,9,10,23
2013-06-01,25,4,5,16,0,17,17,9,10,22,7,12,9,7,6,38,25,18,22,19,13,21,8,19,8,32,16,11,14,13,0.0,12,16,8,5,11,17,19,13,24,0,15,14,6,13,2,7,5,0,24,5,14,8,26,13,19,16,15,8,28,31,22,16,1,9,19,5,12,0,10,18,12,22,23,17,6,4,9,5,14,9,13,5,9,14,23,28,8,6,2,24,27,26,19,11,22,21,26,12,5,15,20,23,10,32,11,17,24,12,14,4,0.0,36,33,8,5,20,20,1,4,30,7,12,12,11,14,14,11,16,12,8,11,6,16,2,15,0,18,0,17,17.0,8,10,0,13,9,17,0,12,12,15,9,17,3,11,18,24,19,23,45,11,20,7,21,28,35,19,5,24,23,18,12,28,10,0,0,13,19,10,0,2,13,4,0,38,19,14,11,2,12,22,13,8,2,17,15,20,12,19,14,7,0,13,12,18,10,2,9,24,8,5,20,25,19,9,4,5,14,26,26,14,45,21,8,0,13,10,11,21,0,43,11,10,22
2013-07-01,23,3,4,16,0,20,15,2,17,22,6,11,9,6,7,40,20,16,16,18,13,25,6,24,4,34,14,15,11,13,0.0,17,16,14,5,19,18,19,13,20,6,8,13,6,15,2,8,3,0,26,3,16,8,29,14,19,15,13,4,24,28,23,21,2,10,21,3,13,0,16,10,13,21,17,20,5,3,8,5,14,7,14,13,3,20,21,31,16,4,1,19,26,26,19,10,33,22,25,11,4,13,19,27,9,29,12,19,20,9,12,0,0.0,35,33,4,5,20,21,2,3,25,9,14,10,7,12,11,9,15,9,4,10,6,15,3,16,33,20,0,17,25.0,8,12,0,15,9,22,0,10,13,17,10,19,3,10,27,22,18,24,0,8,22,11,22,28,36,19,5,26,22,19,12,28,9,0,2,13,24,21,18,4,6,0,7,40,17,16,22,2,14,36,12,9,5,11,14,19,12,15,14,7,0,14,11,13,10,3,12,22,8,6,20,22,20,10,3,8,14,25,24,13,43,22,7,0,13,11,13,27,0,37,12,11,21
2013-08-01,29,7,5,18,8,6,14,14,16,23,6,6,9,7,7,29,28,16,18,18,13,22,6,39,5,38,0,15,15,13,0.0,15,16,14,7,20,18,18,13,30,4,4,15,6,15,2,11,6,0,22,4,15,8,23,19,19,15,26,14,28,27,25,17,1,10,22,4,14,0,17,11,13,23,23,19,11,2,9,5,13,12,14,8,8,21,27,27,6,6,1,17,24,23,17,10,27,22,27,14,5,13,19,23,10,29,11,20,25,9,14,0,0.0,34,37,6,6,19,26,1,2,22,11,12,9,7,13,11,9,17,13,4,10,7,17,1,18,0,20,12,23,25.0,9,9,0,16,10,21,0,11,13,17,8,20,9,10,21,22,27,26,38,10,18,7,24,27,36,18,6,36,22,21,12,27,8,0,2,9,23,23,17,4,0,13,0,47,18,20,20,2,15,29,14,9,5,10,15,20,12,16,16,5,0,13,12,19,8,3,10,23,10,9,9,23,21,10,2,6,13,27,25,13,43,22,7,0,15,11,23,40,0,41,11,14,22
2013-09-01,26,7,6,18,0,15,19,2,12,26,7,17,9,7,6,32,27,17,20,21,13,28,9,29,5,36,23,11,14,14,0.0,10,16,10,9,14,14,20,13,27,0,28,14,6,15,3,8,10,0,33,4,15,6,30,16,18,17,7,20,37,29,24,17,4,9,18,4,13,25,21,12,13,23,21,24,7,5,9,5,12,11,15,14,11,25,32,38,16,7,4,22,28,24,17,11,25,22,27,17,5,13,29,27,9,26,12,27,26,11,11,3,0.0,33,35,7,8,21,29,2,3,27,6,12,9,12,15,12,8,17,7,6,11,0,26,3,14,18,25,5,22,11.0,8,17,0,14,11,22,0,11,13,18,9,19,7,11,38,24,24,26,30,12,21,4,26,31,37,19,6,36,28,21,11,30,7,0,2,11,18,12,15,4,7,4,6,44,17,17,10,2,15,14,13,9,9,15,15,11,14,18,13,6,0,15,11,25,10,3,11,25,5,6,18,25,24,10,3,8,14,29,28,15,47,23,8,10,16,11,18,14,0,45,8,13,23
2013-10-01,24,3,6,19,0,5,17,15,19,24,7,7,10,8,6,32,26,14,18,24,13,25,8,34,7,33,14,13,11,14,0.0,16,19,16,5,17,19,22,14,32,2,35,14,6,14,1,10,6,10,27,4,15,10,25,15,20,18,14,15,33,29,27,18,3,0,21,3,14,0,11,15,13,23,26,18,6,3,9,5,15,10,15,7,13,22,26,29,9,9,3,17,21,24,20,12,37,23,29,16,5,15,27,25,9,26,13,26,25,12,13,0,0.0,36,34,7,9,21,25,2,2,28,7,13,10,14,15,13,8,20,9,5,12,0,22,2,21,14,23,5,23,22.0,8,12,11,17,7,19,0,10,14,13,10,18,6,10,36,25,23,27,32,16,21,10,24,28,43,19,6,33,25,18,14,32,9,100,3,17,12,73,40,5,2,12,0,43,15,16,12,3,19,26,16,9,5,12,16,15,13,20,16,7,65,16,12,20,12,2,12,23,4,7,24,23,22,10,4,5,13,32,26,15,50,22,8,5,16,12,13,35,0,47,16,13,24
2013-11-01,29,3,6,17,19,4,18,2,17,23,6,12,8,8,6,40,27,14,20,20,13,26,6,31,11,29,39,12,10,14,0.0,12,15,12,6,14,15,14,13,27,0,12,13,6,15,1,10,5,0,22,3,15,8,35,14,22,17,17,22,32,28,25,17,4,0,20,7,9,0,11,13,13,23,29,18,11,3,10,5,11,12,12,11,15,22,38,29,9,8,1,21,18,25,18,12,33,21,27,16,6,14,24,22,9,27,13,24,23,11,13,4,0.0,36,31,7,7,25,24,0,3,25,4,13,10,14,11,12,7,16,7,6,11,8,27,2,13,7,21,0,19,39.0,8,9,0,16,9,16,0,9,12,16,9,18,8,9,41,24,22,25,15,11,20,4,22,27,42,19,6,31,21,20,13,31,6,0,3,12,21,20,13,7,4,4,6,40,13,16,5,1,14,13,15,9,4,9,13,14,13,16,15,7,0,14,11,17,11,3,9,20,4,6,7,25,23,9,2,7,9,33,22,15,47,19,9,5,15,11,15,24,0,48,12,14,23
2013-12-01,27,7,6,16,14,15,16,10,16,19,5,16,8,6,7,32,22,13,20,22,12,30,7,26,9,24,22,10,15,12,0.0,11,15,13,6,15,15,16,12,18,0,18,12,7,12,4,6,4,6,20,3,14,7,16,14,19,17,17,10,30,24,23,16,1,7,18,2,12,47,17,11,13,22,19,20,9,3,8,5,12,7,11,15,7,16,28,28,12,5,0,12,19,22,16,12,27,18,25,12,5,13,22,24,9,23,13,23,20,11,9,0,0.0,35,29,7,6,20,20,1,1,25,5,12,10,14,11,11,5,14,13,4,12,0,18,3,10,14,20,0,19,20.0,7,13,0,12,7,19,0,9,12,13,8,16,5,7,23,24,25,23,0,11,17,9,21,25,34,18,6,29,18,15,12,30,9,10,2,14,12,20,13,7,8,0,0,40,13,15,14,2,14,31,15,9,2,8,13,9,11,14,13,4,86,14,11,15,10,4,9,20,5,3,8,21,22,9,4,6,12,32,23,13,42,19,9,6,16,11,14,33,0,46,10,14,20
2014-01-01,28,16,7,17,0,18,18,10,17,22,6,14,9,8,5,45,25,13,21,23,16,22,6,26,6,32,26,12,15,12,0.0,12,17,9,7,10,14,15,14,30,0,13,13,6,15,1,7,8,0,24,3,18,8,31,13,22,19,12,15,34,28,21,20,2,8,20,3,12,0,13,16,15,25,20,20,8,2,10,5,12,15,14,14,9,18,27,30,13,5,1,15,19,26,17,14,32,19,25,11,5,17,34,25,10,29,13,26,23,11,10,0,0.0,36,31,7,7,23,25,1,2,24,5,16,13,9,11,11,9,17,13,5,12,9,22,3,11,3,23,0,21,23.0,7,13,0,14,9,18,0,8,14,11,9,18,6,8,42,28,22,26,38,8,20,8,26,25,38,22,6,31,23,18,14,32,6,8,2,13,15,27,12,6,2,10,0,40,11,18,4,1,15,19,18,10,7,9,13,8,13,19,14,5,44,15,13,20,10,2,9,22,4,7,7,23,20,9,5,6,13,33,25,16,47,22,9,3,19,12,11,22,0,47,8,10,22
2014-02-01,27,8,6,14,9,5,12,12,13,22,7,15,9,7,6,38,25,12,18,24,14,30,5,28,6,36,37,12,13,13,0.0,12,16,10,2,15,12,14,18,29,2,14,14,6,14,1,6,7,5,24,3,17,7,42,16,26,18,21,20,32,26,21,16,2,21,23,3,13,0,3,12,19,26,17,25,9,4,8,5,11,2,12,7,8,20,29,27,11,7,2,19,20,24,18,11,28,17,26,12,5,15,29,26,9,23,12,35,24,13,11,0,0.0,33,33,7,7,27,19,2,2,21,9,13,11,12,12,13,6,16,8,4,11,4,27,3,14,17,21,5,24,15.0,8,15,0,14,9,20,0,10,14,12,9,15,5,7,21,26,22,23,0,11,19,7,25,25,36,20,6,37,21,13,13,48,8,17,2,9,17,18,38,0,4,16,0,39,12,18,5,2,14,38,26,10,13,13,13,9,12,15,14,7,0,16,12,19,9,3,8,21,4,3,13,21,21,9,2,8,12,33,23,15,58,23,9,0,15,11,2,34,0,40,10,11,25
